original_stm,adv_statemant_1,adv_statemant_2,adv_statemant_3,most_important_word,most_effective_attack,sender_id,date,views,origin_pos,origin_neg,origin_nut,adv_pos_1,adv_neg_1,adv_nut_1,adv_pos_2,adv_neg_2,adv_nut_2,adv_pos_3,adv_neg_3,adv_nut_3
عاجل | حزب الله: استهدفنا التجهيزات التجسسية في موقع المالكية بالأسلحة المناسبة,عاجل حزب الله استهدفنا التجهيزات التجسسية موقغ المالكية بالأسلحة بالأسلحة,عاجل حزب الله استهدفنا التجهيزات التجسسية موقغ المالكية نالأسلحة بالأسلحة,عاجل حزب الله استهدفنا التجهيزات التجسسية موقغ المالكية نالأسلحة بالأسلحة,"موقع,بالأسلحة,بالأسلحة","موقغ,نالأسلحة,نالأسلحة",-1001008553432,2024-07-03 13:23:23+00:00,4668.0,0.010916444472968578,0.8803552985191345,0.10872828960418701,0.005362723954021931,0.9554712772369385,0.03916598856449127,0.00723512377589941,0.9343821406364441,0.05838268995285034,0.00723512377589941,0.9343821406364441,0.05838268995285034
عاجل | مراسل التلفزيون العربي: صفارات الإنذار تدوي في نتيفوت بغلاف غزة,عاجل مراسل التلفزيون العربي صفارات الإنذاز تدوي تدوي بغلاف غزة,عاجل مراسل التلفزيون العربي صفارات الإنذاز تدوى تدوي بغلاف غزة,عاجل مراسل التلفزيون العربي صفارات الإنذاز تدوى تدوي نغلاف غزة,"الإنذار,تدوي,بغلاف","الإنذاز,تدوى,نغلاف",-1001008553432,2024-07-03 13:12:03+00:00,4912.0,0.014735743403434753,0.8556826710700989,0.1295815259218216,0.029389213770627975,0.7641754150390625,0.20643538236618042,0.023834792897105217,0.781407356262207,0.1947578489780426,0.025539586320519447,0.7885013222694397,0.18595905601978302
وقفة تضامنية مع #غزة في ساحة فلسطين بالعاصمة الإيرانية #طهران,وقفة تضاميية غزة ساحة فلسطين فلسطين الإيرانية طهران,وقفة تضاميية غزة ساحة فلسطيي فلسطين الإيرانية طهران,وقفة تضاميية غزة ساحة فلسطيي فلسطين الإيرانية طهران,"تضامنية,فلسطين,فلسطين","تضاميية,فلسطيي,فلسطيي",-1001008553432,2024-07-03 13:01:29+00:00,4095.0,0.06825511902570724,0.01669270545244217,0.9150521755218506,0.11934566497802734,0.01953178085386753,0.8611225485801697,0.005719537381082773,0.7812482714653015,0.21303218603134155,0.005719537381082773,0.7812482714653015,0.21303218603134155
عاجل | مراسلة التلفزيون العربي: غارة من مسيّرة على بلدة الجبين جنوبي لبنان,عاجل مراسلة التلفزيون العربي عارة غارة بلدة الجبين جنوبي لبنان,عاجل مزاسلة التلفزيون العربي عارة غارة بلدة الجبين جنوبي لبنان,عاجل مزاسلة التلفزيون العربي مسيزة غارة بلدة الجبين جنوبي لبنان,"غارة,مراسلة,مسيرة","عارة,مزاسلة,مسيزة",-1001008553432,2024-07-03 12:16:50+00:00,5644.0,0.006997427903115749,0.783052921295166,0.20994968712329865,0.00740656116977334,0.7814238667488098,0.2111695557832718,0.0011520065600052476,0.989059329032898,0.009788649156689644,0.001753509626723826,0.9569835662841797,0.04126289486885071
حصيلة الشهداء في قطاع غزة تقترب من 38 ألفا,حصيلة الشهداء قطاع غزة تقترب ألقا,حصيلة الشهداء قطاع غزة تقترت ألقا,حصيلة الشهداء قطاع غرة تقترت ألقا,"ألفا,تقترب,غزة","ألقا,تقترت,غرة",-1001008553432,2024-07-03 11:58:34+00:00,5466.0,0.29197344183921814,0.15978287160396576,0.5482436418533325,0.44305306673049927,0.13821692764759064,0.4187299907207489,0.4066395163536072,0.2180330753326416,0.3753274083137512,0.11348915100097656,0.569738507270813,0.3167722821235657
ما أبرز عمليات المقاومة الفلسطينية في #الضفة_الغربية منذ السابع من أكتوبر؟,أبرز عمليات المقاومة الفلسطينية الضفةالغربية الساتع,أبرز عمليات المقاومة الفلسطينية الضفةالغرثية الساتع,أبرز غمليات المقاومة الفلسطينية الضفةالغرثية الساتع,"السابع,الضفةالغربية,عمليات","الساتع,الضفةالغرثية,غمليات",-1001008553432,2024-07-03 11:52:41+00:00,4870.0,0.012494228780269623,0.13137346506118774,0.8561323285102844,0.0097630200907588,0.5450459122657776,0.44519108533859253,0.0012023122981190681,0.9960554838180542,0.0027422120328992605,0.0010080405045300722,0.9960756897926331,0.0029162499122321606
"متداول | **كاميرا توثق لحظات عملية الطعن في مجمع تجاري بمستوطنة ""كرميئيل""**",متداول كاميرا توثق لحظات عملية الطغن مجمع مجمع بمستوطنة كرميئيل,متداول كاميرا توثق لحظات عملية الطغن مجمغ مجمع بمستوطنة كرميئيل,متداول كاميرا توثق لحظات عملية الطغن مجمغ مجمع بمستوطنة كزميئيل,"الطعن,مجمع,كرميئيل","الطغن,مجمغ,كزميئيل",-1001008553432,2024-07-03 11:43:35+00:00,3963.0,0.04192807525396347,0.34239402413368225,0.6156778931617737,0.025372304022312164,0.05314791575074196,0.9214797616004944,0.025171833112835884,0.08243763446807861,0.8923904895782471,0.02905835583806038,0.10395825654268265,0.8669834136962891
عاجل | مراسل التلفزيون العربي: إطلاق النار على على شاب في جنين,عاجل مراسل التلفزيون العربي إطلاق النار شاب جنيت,عاجل مراسل التلفزيون العزبي إطلاق النار شاب جنيت,عاجل مزاسل التلفزيون العزبي إطلاق النار شاب جنيت,"جنين,العربي,مراسل","جنيت,العزبي,مزاسل",-1001008553432,2024-07-03 11:38:57+00:00,4574.0,0.05485798791050911,0.590916633605957,0.35422536730766296,0.024851150810718536,0.3861929476261139,0.5889558792114258,0.021622687578201294,0.4039812982082367,0.574396014213562,0.01943877339363098,0.5406091213226318,0.4399520456790924
عاجل | وزارة الصحة في غزة: ارتفاع حصيلة العدوان الإسرائيلي إلى 37953 شهيدا و87266 جريحا منذ 7 أكتوبر,عاجل وزارة الصحة غزة ارنفاع حصيلة العدوان العدوان شهيدا جريحا,عاجل وزارة الصحة غزة ارنفاع حصيلة العدوات العدوان شهيدا جريحا,عاجل وزارة الصحة غزة ارنفاع حصيلة العدوات العدوان شهيدا جريحا,"ارتفاع,العدوان,العدوان","ارنفاع,العدوات,العدوات",-1001008553432,2024-07-03 10:52:17+00:00,5389.0,0.008382353000342846,0.8701360821723938,0.12148154526948929,0.013536982238292694,0.9111098051071167,0.07535327970981598,0.008571106009185314,0.9481474757194519,0.04328130930662155,0.008571106009185314,0.9481474757194519,0.04328130930662155
"إصابة 3 إسرائيليين في ""حادثة طعن"" في كرمئيل بـ #الجليل 
بث مباشر https://youtu.be/e2RgSa1Wt5o",إصابة إسرائيليين حادثة طغن طعن ب الجليل بث مباشر,إصابة إسزائيليين حادثة طغن طعن ب الجليل بث مباشر,إصابة إسزائيليين حادتة طغن طعن ب الجليل بث مباشر,"طعن,إسرائيليين,حادثة","طغن,إسزائيليين,حادتة",-1001008553432,2024-07-03 09:26:49+00:00,4546.0,0.009949942119419575,0.6442620754241943,0.3457879424095154,0.0151519775390625,0.6360906362533569,0.34875738620758057,0.00781411025673151,0.6747340559959412,0.3174518048763275,0.008289435878396034,0.7098578214645386,0.28185272216796875
عاجل | الشرطة الإسرائيلية: مقتل منفذ حادثة الطعن في كرمئيل بالجليل,عاجل الشرطة الإسرائيلية مقتل منفذ حادثة الطعب الطعن بالجليل,عاجل الشرطة الإسرائيلية مقتل متفذ حادثة الطعب الطعن بالجليل,عاجل الشرطة الإسرائيلية مفتل متفذ حادثة الطعب الطعن بالجليل,"الطعن,منفذ,مقتل","الطعب,متفذ,مفتل",-1001008553432,2024-07-03 09:24:09+00:00,4258.0,0.02979852631688118,0.5044792294502258,0.46572229266166687,0.025002941489219666,0.5820800065994263,0.39291703701019287,0.033889882266521454,0.5809268951416016,0.3851832151412964,0.022361595183610916,0.8984477519989014,0.0791906863451004
عاجل | الإسعاف الإسرائيلي: 3 إصابات خطرة في حادثة طعن في كرمئيل بالجليل,عاجل الإسعاف الإسرائيلى إصابات خطرة خطرة طعن كرمئيل بالجليل,عاجل الإسعاف الإسرائيلى إصابات خطزة خطرة طعن كرمئيل بالجليل,عاجل الإسغاف الإسرائيلى إصابات خطزة خطرة طعن كرمئيل بالجليل,"الإسرائيلي,خطرة,الإسعاف","الإسرائيلى,خطزة,الإسغاف",-1001008553432,2024-07-03 09:21:55+00:00,4392.0,0.02371762879192829,0.8948349356651306,0.08144743740558624,0.040117789059877396,0.8223250508308411,0.13755716383457184,0.05018847435712814,0.7789297699928284,0.1708817183971405,0.027228375896811485,0.8759228587150574,0.09684878587722778
عاجل | القناة 13 الإسرائيلية: حالتان حرجتان في حادثة طعن في كرمئيل بالجليل,عاجل القناة الإسرائيلية حالتان حرجتاي حرجتان طعن كرمئيل بالجليل,عاجل القناة الإسرائيلية حالنان حرجتاي حرجتان طعن كرمئيل بالجليل,عاجل القناة الإسرائيلية حالنان حرجتاي حرجتان طغن كرمئيل بالجليل,"حرجتان,حالتان,طعن","حرجتاي,حالنان,طغن",-1001008553432,2024-07-03 09:08:41+00:00,5085.0,0.013929403387010098,0.8438710570335388,0.1421995460987091,0.013636767864227295,0.9027758836746216,0.08358736336231232,0.012921331450343132,0.903772234916687,0.08330635726451874,0.0062582106329500675,0.9407086968421936,0.05303305760025978
عاجل | القناة 12 الإسرائيلية: إصابة 3 إسرائيليين في حادثة طعن في كرمئيل بالجليل,عاجل القناة الإسرائيلية إصابة إسرائىليين حادثة طعن طعن بالجليل,عاجل القناة الإسرائيلية إصابة إسرائىليين حادثة طعي طعن بالجليل,عاجل القناة الإسرائيلية إصابة إسرائىليين حادثة طعي طعن بالجليل,"إسرائيليين,طعن,طعن","إسرائىليين,طعي,طعي",-1001008553432,2024-07-03 09:07:15+00:00,5127.0,0.0282481350004673,0.6660710573196411,0.3056808114051819,0.02833259291946888,0.666168212890625,0.30549919605255127,0.018897665664553642,0.6152783632278442,0.36582398414611816,0.018897665664553642,0.6152783632278442,0.36582398414611816
"تجدون المزيد من الأخبار والفيديوهات، في قناة العربي على واتساب  
[اشتركوا الآن](https://whatsapp.com/channel/0029Va9txxSFXUuSprxZii0Z)",تجدون المزيد الأخباز والفيديوهات قناة قناة واتساب اشتركوا,تجدون المزيد الأخباز والفيديوهات قتاة قناة واتساب اشتركوا,تجدون المزيد الأخباز والفيديوهات قتاة قناة وانساب اشتركوا,"الأخبار,قناة,واتساب","الأخباز,قتاة,وانساب",-1001008553432,2024-07-03 06:05:42+00:00,6071.0,0.026292750611901283,0.01246080081909895,0.9612464308738708,0.0073139420710504055,0.6381896138191223,0.3544965088367462,0.00910260807722807,0.519601583480835,0.47129586338996887,0.0030870470218360424,0.8702548146247864,0.12665817141532898
شهيدان في قصف إسرائيلي استهدف مواطنين في مخيم المغازي وسط قطاع #غزة,شهيدان قصف إسرائيلي استهدف مواطنين مخيم المغازي وسط قطاع عزة,شهيدان قصف إسرائىلي استهدف مواطنين مخيم المغازي وسط قطاع عزة,شهيدان قصف إسرائىلي استهدف مواطنين مخىم المغازي وسط قطاع عزة,"غزة,إسرائيلي,مخيم","عزة,إسرائىلي,مخىم",-1001008553432,2024-07-03 05:35:01+00:00,5414.0,0.010996096767485142,0.9507865309715271,0.03821737691760063,0.010840808972716331,0.9215967059135437,0.06756249815225601,0.012284217402338982,0.9292673468589783,0.058448437601327896,0.009010848589241505,0.8994746804237366,0.0915144830942154
قوات الاحتلال الإسرائيلي تعتقل 3 شبان خلال اقتحام مدينة قلقيلية,قوات الاحثلال الإسرائيلي تعتقل تعتقل خلال اقتحام مدينة قلقيلية,قوات الاحثلال الإسرائيلي نعتقل تعتقل خلال اقتحام مدينة قلقيلية,قوات الاحثلال الإسرائيلى نعتقل تعتقل خلال اقتحام مدينة قلقيلية,"الاحتلال,تعتقل,الإسرائيلي","الاحثلال,نعتقل,الإسرائيلى",-1001008553432,2024-07-03 01:55:56+00:00,5554.0,0.015104151330888271,0.8810602426528931,0.10383567214012146,0.0077798813581466675,0.9074991345405579,0.08472097665071487,0.01662672869861126,0.8365383148193359,0.14683496952056885,0.02284233272075653,0.7363981008529663,0.24075962603092194
عاجل | الرئيس التونسي قيس سعيد يحدد 6 أكتوبر المقبل موعدا للانتخابات الرئاسية,عاجل الرئىس التونسي قيس سعيد يحدد يحدد موعدا للانتخابات الرئاسية,عاجل الرئىس التونسي قيس سعيد ىحدد يحدد موعدا للانتخابات الرئاسية,عاجل الرئىس التونسي قيس سعيد ىحدد يحدد موعدا للانتخابات الرئاسية,"الرئيس,يحدد,يحدد","الرئىس,ىحدد,ىحدد",-1001008553432,2024-07-02 21:25:14+00:00,8061.0,0.0028683235868811607,0.0029139211401343346,0.9942177534103394,0.003738223109394312,0.0074607296846807,0.9888010025024414,0.00409766985103488,0.010048208758234978,0.9858540892601013,0.00409766985103488,0.010048208758234978,0.9858540892601013
موقع واللا: الجيش الإسرائيلي بدأ توسيع ممر نتساريم من 2 إلى 4 كلم,موقع واللا الجيش الإسرائيلي بدأ توسىع ممر ممر كلم,موقع واللا الجيش الإسرائيلي بدأ توسىع ممز ممر كلم,موقع واللا الجيش الإسرائيلي تدأ توسىع ممز ممر كلم,"توسيع,ممر,بدأ","توسىع,ممز,تدأ",-1001008553432,2024-07-02 20:55:05+00:00,8926.0,0.24295416474342346,0.06814726442098618,0.6888985633850098,0.04007893428206444,0.4326612055301666,0.5272598266601562,0.007569786161184311,0.9535718560218811,0.03885835036635399,0.007313568145036697,0.7915540933609009,0.20113229751586914
عاجل | وسائل إعلام إسرائيلية: نحو 100 مستوطن يشاركون في الاعتداءات على الفلسطينيين قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاعتداءات الاعتداءات قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاغتداءات الاعتداءات قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاغتداءات الاعتداءات قرب نابلس,"يشاركون,الاعتداءات,الاعتداءات","ىشاركون,الاغتداءات,الاغتداءات",-1001008553432,2024-07-02 19:55:49+00:00,6453.0,0.01849706470966339,0.4624381959438324,0.519064724445343,0.017263289541006088,0.4634099304676056,0.5193268060684204,0.011568292044103146,0.6751847863197327,0.3132469356060028,0.011568292044103146,0.6751847863197327,0.3132469356060028
عاجل | وسائل إعلام إسرائيلية: نحو 100 مستوطن يشاركون في الاعتداءات على الفلسطينيين قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاعتداءات الاعتداءات قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاغتداءات الاعتداءات قرب نابلس,عاجل وسائل إعلام إسرائيلية مستوطن ىشاركون الاغتداءات الاعتداءات قرب نابلس,"يشاركون,الاعتداءات,الاعتداءات","ىشاركون,الاغتداءات,الاغتداءات",-1001008553432,2024-07-02 19:46:15+00:00,6785.0,0.01849706470966339,0.4624381959438324,0.519064724445343,0.017263289541006088,0.4634099304676056,0.5193268060684204,0.011568292044103146,0.6751847863197327,0.3132469356060028,0.011568292044103146,0.6751847863197327,0.3132469356060028
بيان للمتحدث العسكري باسم جماعة الحوثي يحيى سريع,بيان للمبحدث العسكري العسكري جماعة الحوثي يحيى سريع,بيان للمبحدث العسكزي العسكري جماعة الحوثي يحيى سريع,بيان للمبحدث العسكزي العسكري جماعة الحوثي يحيى سريع,"للمتحدث,العسكري,العسكري","للمبحدث,العسكزي,العسكزي",-1001008553432,2024-07-02 19:35:35+00:00,7336.0,0.0032337422017008066,0.010751057416200638,0.9860152006149292,0.0036521018482744694,0.02049875073134899,0.9758491516113281,0.003000541590154171,0.028387803584337234,0.9686116576194763,0.003000541590154171,0.028387803584337234,0.9686116576194763
عاجل | بيان للمتحدث العسكري باسم جماعة الحوثي يحيى سريع,عاجل بياث للمتحدث للمتحدث باسم جماعة الحوثي يحيى سريع,عاجل بياث للمتحدن للمتحدث باسم جماعة الحوثي يحيى سريع,عاجل بياث للمتحدن للمتحدث باسم جماعة الحوثي يحيى سريع,"بيان,للمتحدث,للمتحدث","بياث,للمتحدن,للمتحدن",-1001008553432,2024-07-02 19:31:06+00:00,7095.0,0.004442272242158651,0.01446540653705597,0.9810922741889954,0.008665637113153934,0.028327271342277527,0.9630070328712463,0.014581875875592232,0.31655237078666687,0.6688657402992249,0.014581875875592232,0.31655237078666687,0.6688657402992249
الاحتلال يهدم منزل عائلة فلسطينية في قرية الجفتلك شمال مدينة [#أريحا](https://x.com/hashtag/%D8%A3%D8%B1%D9%8A%D8%AD%D8%A7?src=hashtag_click),الاحتلال ىهدم منزل منزل فلسطينية قرية الجفتلك مدينة أريحا,الاحتلال ىهدم متزل منزل فلسطينية قرية الجفتلك مدينة أريحا,الاحتلال ىهدم متزل منزل فلسطينية قرية الجفتلك مدينة أريحا,"يهدم,منزل,منزل","ىهدم,متزل,متزل",-1001008553432,2024-07-02 18:55:22+00:00,7776.0,0.052393849939107895,0.821601390838623,0.1260046809911728,0.018466433510184288,0.9319496154785156,0.049583934247493744,0.02035057730972767,0.9301228523254395,0.04952654242515564,0.02035057730972767,0.9301228523254395,0.04952654242515564
رئيس الوزراء الإسرائيلي: سنُنهي الحرب على قطاع [#غزة](https://x.com/hashtag/%D8%BA%D8%B2%D8%A9?src=hashtag_click) بعد تحقيق كافة أهدافنا,رئيس الوزراء الإسرائيلي سننهي الحرت الحرب غزة تحقيق كافة أهدافنا,رئيس الوزراء الإسرائيلي سثنهي الحرت الحرب غزة تحقيق كافة أهدافنا,رئيس الوزراء الإسرائيلي سثنهي الحرت الحرب غزة تحقيق كافة أهداقنا,"الحرب,سننهي,أهدافنا","الحرت,سثنهي,أهداقنا",-1001008553432,2024-07-02 16:09:41+00:00,5569.0,0.1297837495803833,0.013336947187781334,0.8568792343139648,0.09452155977487564,0.030505608767271042,0.8749728798866272,0.08172264695167542,0.08283954858779907,0.8354378342628479,0.01799030788242817,0.3041704595088959,0.6778392791748047
الجيش الإسرائيلي يعلن اعتراض هدفين جوّيين أطلقا من جنوب [#لبنان](https://x.com/hashtag/%D9%84%D8%A8%D9%86%D8%A7%D9%86?src=hashtag_click),الجيش الإسرائيلي ىعلن اعتراض هدفين هدفين أطلقا جنوب لبنان,الجيش الإسرائيلي ىعلن اعتراض هدقين هدفين أطلقا جنوب لبنان,الجيش الإسرائيلي ىعلن اعتراض هدقين هدفين أطلقا جنوب لبنان,"يعلن,هدفين,هدفين","ىعلن,هدقين,هدقين",-1001008553432,2024-07-02 15:45:13+00:00,5296.0,0.14826162159442902,0.12609657645225525,0.7256417870521545,0.182064488530159,0.14209529757499695,0.6758402585983276,0.10855867713689804,0.3997359871864319,0.4917053282260895,0.10855867713689804,0.3997359871864319,0.4917053282260895
اندلاع حرائق في كريات شمونة بإصبع الجليل بعد إطلاق صواريخ من لبنان,اندلاع حرائف كريات شمونة شمونة الجليل إطلاق صواريخ لبنان,اندلاع حرائف كريات شموبة شمونة الجليل إطلاق صواريخ لبنان,اندلاع حرائف كريات شموبة شمونة الجليل إطلاف صواريخ لبنان,"حرائق,شمونة,إطلاق","حرائف,شموبة,إطلاف",-1001008553432,2024-07-02 15:42:40+00:00,5256.0,0.017276018857955933,0.8439363241195679,0.1387876719236374,0.03035775199532509,0.7510489225387573,0.21859332919120789,0.0293018389493227,0.7698097229003906,0.20088842511177063,0.025983907282352448,0.7882232069969177,0.18579286336898804
ارتفاع حصيلة الحرب الإسرائيلية على #غزّة إلى أكثر من 37 ألف شهيد,ارتفاع حصيلة الحرب الإسرائيلية غزة شهىد,ارتفاع حصيلة الحرب الإسرائيلية عزة شهىد,ارتفاع حصىلة الحرب الإسرائيلية عزة شهىد,"شهيد,غزة,حصيلة","شهىد,عزة,حصىلة",-1001008553432,2024-07-02 15:13:45+00:00,5841.0,0.009841296821832657,0.9172878861427307,0.07287072390317917,0.006161556579172611,0.9194892644882202,0.07434918731451035,0.0026508707087486982,0.978859543800354,0.018489602953195572,0.01031446922570467,0.9456261396408081,0.04405944421887398
