original_stm,adv_statemant_1,adv_statemant_2,adv_statemant_3,most_important_word,most_effective_attack,sender_id,date,views,origin_pos,origin_neg,origin_nut,adv_pos_1,adv_neg_1,adv_nut_1,adv_pos_2,adv_neg_2,adv_nut_2,adv_pos_3,adv_neg_3,adv_nut_3
مافي حبوب تسمين بدون ضرار,مافي حثوب تسمين تسمين ضرار,مافي حثوب تسميب تسمين ضرار,مافي حثوب تسميب تسمين ضرار,"حبوب,تسمين,تسمين","حثوب,تسميب,تسميب",931359550.0,2024-07-25 21:08:37+00:00,,0.005912801716476679,0.9372839331626892,0.05680321529507637,0.0037234583869576454,0.9726913571357727,0.023585140705108643,0.001333385007455945,0.9946002960205078,0.0040663848631083965,0.001333385007455945,0.9946002960205078,0.0040663848631083965
ايش نعمل له من شراب...هو بلغ كميه قليله...,ايش ثعمل شرابهو شرابهو كميه قليله,ايش ثعمل شرانهو شرابهو كميه قليله,ايش ثعمل شرانهو شرابهو كميه قليله,"نعمل,شرابهو,شرابهو","ثعمل,شرانهو,شرانهو",1304087354.0,2024-07-23 21:09:25+00:00,,0.2743817865848541,0.36161255836486816,0.3640056550502777,0.28925377130508423,0.045482128858566284,0.6652641296386719,0.030482547357678413,0.02587462216615677,0.943642795085907,0.030482547357678413,0.02587462216615677,0.943642795085907
غسيل معده في اقرب مركز أو مستوصف,غسيل معده اقرب مركز مسبوصف,غسيل مغده اقرب مركز مسبوصف,غسيل مغده اقرن مركز مسبوصف,"مستوصف,معده,اقرب","مسبوصف,مغده,اقرن",931359550.0,2024-07-23 21:05:37+00:00,,0.016989629715681076,0.5195086002349854,0.46350178122520447,0.03750007227063179,0.5052998661994934,0.4572001099586487,0.028022155165672302,0.13216978311538696,0.8398081064224243,0.007010313682258129,0.11838439851999283,0.8746052980422974
لو شخص شرب ديزل ايش نعمله لخراج الديزل من المعده؟,شخص شرب ديزل ايش ثعمله لخراج لخراج المعده,شخص شرب ديزل ايش ثعمله لخزاج لخراج المعده,شخص شرب ديزل ايش ثعمله لخزاج لخراج المغده,"نعمله,لخراج,المعده","ثعمله,لخزاج,المغده",1304087354.0,2024-07-23 21:04:53+00:00,,0.004555877298116684,0.9296525120735168,0.06579161435365677,0.006348727270960808,0.5763369202613831,0.4173143208026886,0.003843311220407486,0.8832381367683411,0.11291854083538055,0.0016803633188828826,0.9837850332260132,0.014534657821059227
"من النهار عمره 17 
يعني الجهة اليمن من راسها وصابرها وعينها وجنبها",النهار عمره يعني الجهة اليمث راسها وصابرها وعينها وعينها,النهار عمره يعني الجهة اليمث راسها وصابرها وعيتها وعينها,النهار عمره يعني الجهة اليمث راسها وصابرها وعيتها وعينها,"اليمن,وعينها,وعينها","اليمث,وعيتها,وعيتها",353932227.0,2024-07-21 23:03:02+00:00,,0.985950767993927,0.00610629515722394,0.00794300064444542,0.7788687348365784,0.023057835176587105,0.1980733573436737,0.13878466188907623,0.36445489525794983,0.49676045775413513,0.13878466188907623,0.36445489525794983,0.49676045775413513
تستخدم منع حمل المركب الثنائي,تستخدم منع حمل المركب الثبائي,تستخدم مثع حمل المركب الثبائي,تستخدم مثع حمل المركث الثبائي,"الثنائي,منع,المركب","الثبائي,مثع,المركث",791745523.0,2024-07-17 01:55:28+00:00,,0.043620094656944275,0.1333228349685669,0.8230571150779724,0.041599709540605545,0.20842410624027252,0.7499761581420898,0.0015406145248562098,0.9845778346061707,0.013881548307836056,0.0013719151029363275,0.9879363179206848,0.010691775009036064
لا تحاول الدكتور علي ما يفك سحره الا الصيادله حقه,تحاول الدكتور علي يفك سحره الا الصىادله الصيادله,تحاول الدكبور علي يفك سحره الا الصىادله الصيادله,تحاول الدكبور علي ىفك سحره الا الصىادله الصيادله,"الصيادله,الدكتور,يفك","الصىادله,الدكبور,ىفك",1639826465.0,2024-07-14 12:28:01+00:00,,0.006434211973100901,0.9792709350585938,0.014294834807515144,0.00416116276755929,0.9867424964904785,0.009096411056816578,0.004617530852556229,0.9796807169914246,0.015701739117503166,0.002651030896231532,0.9925883412361145,0.004760615527629852
اي عنده مشكله بدهون الكبد هل يوجد سكري عنده,اي عنده مشكله بدهون الكبد ىوجد سكري سكري,اي عنده مشكله بدهون الكبد ىوجد سكرى سكري,اي عيده مشكله بدهون الكبد ىوجد سكرى سكري,"يوجد,سكري,عنده","ىوجد,سكرى,عيده",346140403.0,2024-07-13 07:16:05+00:00,,0.019151153042912483,0.3589133620262146,0.6219355463981628,0.015988146886229515,0.5274224877357483,0.4565894305706024,0.012489764019846916,0.8157467246055603,0.17176353931427002,0.0029441574588418007,0.9818844199180603,0.015171420760452747
طبيعي فقط انزيمات الكبد مرتفعه,طبيعي فقط انزيمات الكبد مرثفعه,طبيعي فقط ايزيمات الكبد مرثفعه,طبيعي ففط ايزيمات الكبد مرثفعه,"مرتفعه,انزيمات,فقط","مرثفعه,ايزيمات,ففط",346140403.0,2024-07-13 07:04:10+00:00,,0.010610061697661877,0.9512686133384705,0.03812134265899658,0.010313676670193672,0.9524747729301453,0.0372115783393383,0.07129644602537155,0.7196856737136841,0.20901784300804138,0.3824276924133301,0.3272860050201416,0.2902863621711731
"ازيثروميسين شراب
ايبوبروفين شراب للحمى 
أما التخلص منها 
عمليه استئصال اللوز",ازيثروميسين شران ايبوبروفين شراب للحمى للحمى عمليه استئصال اللوز,ازيثروميسين شران ايبوبروفين شراب للحمي للحمى عمليه استئصال اللوز,ازيثروميسين شران ايبوبروفين شراب للحمي للحمى عمليه استئصال اللوز,"شراب,للحمى,للحمى","شران,للحمي,للحمي",2140591229.0,2024-07-10 20:51:36+00:00,,0.12950652837753296,0.006539025343954563,0.8639544248580933,0.18023280799388885,0.007727103307843208,0.8120400905609131,0.1284310519695282,0.007463926915079355,0.8641050457954407,0.1284310519695282,0.007463926915079355,0.8641050457954407
ماهوعلاج اللوزتين وكيفية التخلص منها لدى الأطفال,ماهوعلاج اللوزتيي وكيفية وكيفية الأطفال,ماهوعلاج اللوزتيي وكىفية وكيفية الأطفال,ماهوعلاج اللوزتيي وكىفية وكيفية الأطفال,"اللوزتين,وكيفية,وكيفية","اللوزتيي,وكىفية,وكىفية",5880189056.0,2024-07-10 19:46:19+00:00,,0.01524422038346529,0.010586734861135483,0.9741690754890442,0.007300013676285744,0.009933463297784328,0.9827665090560913,0.00911768339574337,0.011401480063796043,0.9794808626174927,0.00911768339574337,0.011401480063796043,0.9794808626174927
اول شي كيف عرفتيى ان عندك هبوط,اول شي عرفتيى ان عندك هتوط,اول شي عرفتيى اي عندك هتوط,اول شي عرفتيى اي عيدك هتوط,"هبوط,ان,عندك","هتوط,اي,عيدك",6756348130.0,2024-07-07 18:51:03+00:00,,0.008958985097706318,0.9231027960777283,0.06793822348117828,0.021642407402396202,0.6009399890899658,0.37741759419441223,0.01877731643617153,0.20530816912651062,0.7759144902229309,0.055129919201135635,0.26607364416122437,0.6787964105606079
وين مكان المغص با الضبط,وين مكان المعص المغص الضبط,وين مكات المعص المغص الضبط,وين مكات المعص المغص الضثط,"المغص,مكان,الضبط","المعص,مكات,الضثط",7025734313.0,2024-06-30 21:01:07+00:00,,0.016278229653835297,0.5286322236061096,0.45508959889411926,0.014725586399435997,0.37650400400161743,0.6087704300880432,0.017916394397616386,0.6419926881790161,0.34009087085723877,0.004974737763404846,0.870564877986908,0.12446033209562302
"دكساسيكلين
ديوسيد سي
اويثرومايسين
بريمولت ان
جينزول تحاميل",دكساسيكلين ديوسيد سي اويثرومايسين برىمولت ان جينزول جينزول,دكساسيكلين ديوسيد سي اويثرومايسين برىمولت ان جينرول جينزول,دكساسيكلين دىوسيد سي اويثرومايسين برىمولت ان جينرول جينزول,"بريمولت,جينزول,ديوسيد","برىمولت,جينرول,دىوسيد",7420893353.0,2024-06-13 04:13:57+00:00,,0.007446556817740202,0.007391204126179218,0.9851621985435486,0.006722572725266218,0.009666722267866135,0.9836107492446899,0.008911130018532276,0.037017788738012314,0.9540711045265198,0.008587419986724854,0.05644034594297409,0.9349722266197205
"ودي اشرح لك ظروفي و اتكلم
بس اخاف تشيبك قصة حياتي
               😴القناص",ودي اشرح ظروفى اتكلم اخاف اخاف قصة حياتي القناص,ودي اشرح ظروفى اتكلم اخاق اخاف قصة حياتي القناص,ودي اشرح ظروفى اتكلم اخاق اخاف قصة حياتي القناص,"ظروفي,اخاف,اخاف","ظروفى,اخاق,اخاق",1387343786.0,2024-05-31 23:44:12+00:00,,0.05733136460185051,0.5022931694984436,0.4403754770755768,0.06207164376974106,0.5648306012153625,0.373097687959671,0.048448335379362106,0.639665424823761,0.3118863105773926,0.048448335379362106,0.639665424823761,0.3118863105773926
"ما هو الدوا الذي يستخدم للقلب ويستخدم عند ارتفاع هرمون الرنين 
ويستخدم لمعالجة الشقيقه",الدوا يستخدم للقلب ويسبخدم ويستخدم هرمون الرنين ويستخدم لمعالجة الشقيقه,الدوا يستخدم للقلب ويسبخدم ويستخدم هرمون الرنين ويستخدم لمعالجة الشقيقه,الدوا يستخدم للقلب ويسبخدم ويستخدم هرمون الريين ويستخدم لمعالجة الشقيقه,"ويستخدم,ويستخدم,الرنين","ويسبخدم,ويسبخدم,الريين",6826120108.0,2024-05-29 16:59:33+00:00,,0.09214931726455688,0.050155237317085266,0.857695460319519,0.08669324219226837,0.0476640984416008,0.8656426668167114,0.08669324219226837,0.0476640984416008,0.8656426668167114,0.0633547306060791,0.21796667575836182,0.7186785936355591
"*كُنَـآ أطفَآلَاً نَبكيْ مِنْ أجلِ "" لُعبَة "" . . وَ الْآنَ نَبكي .. لِأنَنَآ اصبحنا "" لُعبَة*

*القناص",كنآ أطفآلا نبكي لعبة نبكي لأبنآ اصبحنا اصبحنا القناص,كنآ أطفآلا نبكي لعبة نبكي لأبنآ اصبحثا اصبحنا القناص,كنآ أطفآلا نبكي لعنة نبكي لأبنآ اصبحثا اصبحنا القناص,"لأننآ,اصبحنا,لعبة","لأبنآ,اصبحثا,لعنة",1387343786.0,2024-05-27 21:44:59+00:00,,0.04145418480038643,0.813880980014801,0.14466476440429688,0.0305541530251503,0.857177197933197,0.1122686043381691,0.02712273597717285,0.8815193772315979,0.09135794639587402,0.004397103097289801,0.9864691495895386,0.00913368072360754
في احد عنده حساسية بالعين وش اللي اتجنبه من أكل عشان التهيج؟,احد عنده حساسية بالعين وش اللي اتجنبه أكل عشان التهىج,احد عنده حساسىة بالعين وش اللي اتجنبه أكل عشان التهىج,احد عنده حساسىة بالعين وش اللي اتجنبه أكل عشاي التهىج,"التهيج,حساسية,عشان","التهىج,حساسىة,عشاي",5286027535.0,2024-05-27 18:24:29+00:00,,0.006092057563364506,0.905211329460144,0.08869656920433044,0.01508423499763012,0.6015589833259583,0.38335680961608887,0.013510597869753838,0.6596594452857971,0.3268299400806427,0.009520934894680977,0.8331929445266724,0.15728619694709778
"يستخدم للالتهابات الناتجه عن البكتيريا

سيستون يستخدم لتفتيت الحصوات
والاملاح",يستخدم للالتهاباب الناتجه البكتيريا سيستون يستخدم لتفتيت الحصوات الحصوات,يستخدم للالتهاباب الناتجه البكتيريا سيستون يستخدم لتفتيت الحصوان الحصوات,يستخدم للالتهاباب الناتجه البكتيريا سيستون يستخدم لتفتيت الحصوان الحصوات,"للالتهابات,الحصوات,الحصوات","للالتهاباب,الحصوان,الحصوان",896519941.0,2024-05-19 21:03:10+00:00,,0.016821572557091713,0.061044514179229736,0.9221339225769043,0.01720067672431469,0.0803459957242012,0.9024533629417419,0.014226988889276981,0.19415739178657532,0.7916156053543091,0.014226988889276981,0.19415739178657532,0.7916156053543091
"في الجسم كامل 
والاكثر في اليدين والرجلين",الجسم كامل والاكثر اليدين والرجليت,الجسم كامل والاكثر اليديي والرجليت,الجسم كامل والاكنر اليديي والرجليت,"والرجلين,اليدين,والاكثر","والرجليت,اليديي,والاكنر",1031982322.0,2024-05-10 18:10:02+00:00,,0.061923153698444366,0.15355242788791656,0.7845245003700256,0.11659609526395798,0.10517165809869766,0.7782322764396667,0.4215152859687805,0.027639219537377357,0.5508455038070679,0.05898718535900116,0.029577547684311867,0.9114353060722351
بعد الشهر السادس ممكن تستخدم ليندنيت 20,الشهر السادس ممكث تستخدم تستخدم,الشهر السادس ممكث تسبخدم تستخدم,الشهر السادس ممكث تسبخدم تستخدم,"ممكن,تستخدم,تستخدم","ممكث,تسبخدم,تسبخدم",5479754888.0,2024-05-05 23:55:04+00:00,,0.01690150424838066,0.018095429986715317,0.9650031328201294,0.06251347810029984,0.03910012170672417,0.8983864784240723,0.04539673402905464,0.46846112608909607,0.4861421287059784,0.04539673402905464,0.46846112608909607,0.4861421287059784
طلعت حساسيه خلاص لاتعطيه حتى مع ديكادرون,طلعت حساسىه خلاص لاتعطيه لاتعطيه,طلعت حساسىه خلاص لاتغطيه لاتعطيه,طلعت حساسىه خلاص لاتغطيه لاتعطيه,"حساسيه,لاتعطيه,لاتعطيه","حساسىه,لاتغطيه,لاتغطيه",1881501417.0,2024-04-23 12:49:33+00:00,,0.006106367334723473,0.9836099147796631,0.010283718816936016,0.010168300941586494,0.9666520953178406,0.02317957580089569,0.01038473378866911,0.9641329050064087,0.02548236772418022,0.01038473378866911,0.9641329050064087,0.02548236772418022
كيف تترضى على أشخاص قتلوا خمسين ألف صحابي من أجل السلطه والله حرم قتل نفس واحده,تترضى أشخاص قتلوا صحابي السلطه والله حرم قبل قتل,تترضى أشخاص قبلوا صحابي السلطه والله حرم قبل قتل,تترضى أشخاص قبلوا صحابي السلطه والله حزم قبل قتل,"قتل,قتلوا,حرم","قبل,قبلوا,حزم",162903222.0,2024-04-10 19:03:43+00:00,,0.0018746629357337952,0.9868506789207458,0.011274680495262146,0.0026357807219028473,0.9839491248130798,0.013415093533694744,0.0027180309407413006,0.9829211831092834,0.01436076033860445,0.028912518173456192,0.7250992655754089,0.24598829448223114
افضل علاج لالتهابات المسالك البوليه,افضل علاج لالتهابات المسالك النوليه,افضل علاج لالتهانات المسالك النوليه,افضل غلاج لالتهانات المسالك النوليه,"البوليه,لالتهابات,علاج","النوليه,لالتهانات,غلاج",5345030664.0,2024-04-08 22:33:42+00:00,,0.048633135855197906,0.07738466560840607,0.8739821910858154,0.07653981447219849,0.047718457877635956,0.875741720199585,0.10957787185907364,0.0759880542755127,0.8144340515136719,0.8836630582809448,0.008484816178679466,0.10785218328237534
لاتتكلم بالدين وانت عاهه الدين بعيد عنكم,لاتتكلم بالدين وانت غاهه عاهه بعيد عنكم,لاتتكلم بالدين وايت غاهه عاهه بعيد عنكم,لاتتكلم بالدين وايت الدىن عاهه بعيد عنكم,"عاهه,وانت,الدين","غاهه,وايت,الدىن",6306560280.0,2024-04-08 11:12:46+00:00,,0.004223982337862253,0.9751904606819153,0.0205855555832386,0.00262939790263772,0.9852131009101868,0.012157469987869263,0.002129562199115753,0.9852961897850037,0.012574229389429092,0.0017173636006191373,0.9908003211021423,0.0074823168106377125
اللهم اني بلغت اللهم فأشهد,اللهم اني بلعت بلغت فأشهد,اللهم ايي بلعت بلغت فأشهد,اللهم ايي بلعت بلغت قأشهد,"بلغت,اني,فأشهد","بلعت,ايي,قأشهد",6306560280.0,2024-04-08 09:23:41+00:00,,0.5921815037727356,0.17441628873348236,0.23340222239494324,0.6166807413101196,0.05344671383500099,0.3298725187778473,0.03664202615618706,0.8259368538856506,0.13742108643054962,0.008172586560249329,0.9814382791519165,0.01038918737322092
السلام عليكم اكيوبان ابره تصير بالمغذي عادي,السلام عليكم اكيوبان ابره تصير بالمغذي غادي,السلام عليكم اكيوتان ابره تصير بالمغذي غادي,السلام عليكم اكيوتان انره تصير بالمغذي غادي,"عادي,اكيوبان,ابره","غادي,اكيوتان,انره",307631924.0,2024-04-06 17:07:46+00:00,,0.01587074249982834,0.49241119623184204,0.491718053817749,0.05036867409944534,0.4270525872707367,0.5225787162780762,0.38792651891708374,0.09588746726512909,0.516185998916626,0.22448180615901947,0.1077737957239151,0.6677443385124207
ايه الي جراله عشان سويت له الفحص من ايش يشكي؟,ايه الي جراله عشان سويت الفحص ايش ىشكي,ايه الي جزاله عشان سويت الفحص ايش ىشكي,ايه الي جزاله عشان سوين الفحص ايش ىشكي,"يشكي,جراله,سويت","ىشكي,جزاله,سوين",896838344.0,2024-03-29 01:32:15+00:00,,0.002969451015815139,0.9853236675262451,0.011706889607012272,0.0031544144731014967,0.9828925132751465,0.013953087851405144,0.003040068317204714,0.9508345127105713,0.04612541198730469,0.002160018542781472,0.9426964521408081,0.05514352396130562
"فيتامين سي فوار 
ومعالجه الاعراض",فيتامين سي فوار ومغالجه ومعالجه,فيتامين سي فواز ومغالجه ومعالجه,فيتامين سي فواز الاعزاض ومعالجه,"ومعالجه,فوار,الاعراض","ومغالجه,فواز,الاعزاض",5479754888.0,2024-03-29 01:23:34+00:00,,0.013499042019248009,0.15633444488048553,0.8301664590835571,0.038713231682777405,0.04161298647522926,0.9196738004684448,0.04496801272034645,0.17819809913635254,0.7768338918685913,0.035857487469911575,0.35611990094184875,0.6080225706100464
"الي يعرف مانتائج الفحص  
وماهو العلاج المناسب  كتب الله اجركم",الي يعرف مابتائج الفحص وماهو العلاج المناسب كتب كتب اجركم,الي يعرف مابتائج الفحص وماهو العلاج المناسب كثب كتب اجركم,الي يعرف مابتائج القحص وماهو العلاج المناسب كثب كتب اجركم,"مانتائج,كتب,الفحص","مابتائج,كثب,القحص",1852466772.0,2024-03-28 21:47:09+00:00,,0.012554631568491459,0.02254735305905342,0.9648979902267456,0.019201170653104782,0.021305454894900322,0.9594933986663818,0.011299376375973225,0.026100462302565575,0.9626001715660095,0.012641571462154388,0.07633280754089355,0.9110255837440491
انتو هنا أطباء او بتدرسو طب,انتو أطناء او بتدرسو بتدرسو,انتو أطناء او نتدرسو بتدرسو,انتو أطناء او نتدرسو بتدرسو,"أطباء,بتدرسو,بتدرسو","أطناء,نتدرسو,نتدرسو",7120048339.0,2024-03-26 21:51:07+00:00,,0.006096838507801294,0.7559080719947815,0.23799513280391693,0.017759175971150398,0.47842615842819214,0.503814697265625,0.020336244255304337,0.405391663312912,0.574272096157074,0.020336244255304337,0.405391663312912,0.574272096157074
ماهو سبب الكضمه وضيق التنفس في الليل فقط,ماهو سبب الكضمه وضيف وضيق الليل فقط,ماهو سثب الكضمه وضيف وضيق الليل فقط,ماهو سثب الكضمه وضيف وضيق اللىل فقط,"وضيق,سبب,الليل","وضيف,سثب,اللىل",1214075403.0,2024-03-26 21:47:41+00:00,,0.008930105715990067,0.6463533639907837,0.34471654891967773,0.004796578548848629,0.8854621648788452,0.10974133014678955,0.0028411217499524355,0.9615160226821899,0.0356428362429142,0.0018616367597132921,0.9859814643859863,0.012156832963228226
"اكيد هذاء عاد جداً 
وكمان مقفلات COX_2 الأنتقائيه عادي
مثل الميلوكسي كام وعائلته",اكيد هذاء جدا وكماث مقفلات مقفلات عادي الميلوكسي كام وعائلته,اكيد هذاء جدا وكماث مقفلان مقفلات عادي الميلوكسي كام وعائلته,اكيد هذاء جدا وكماث مقفلان مقفلات عادي الميلوكسي كام وعائلته,"وكمان,مقفلات,مقفلات","وكماث,مقفلان,مقفلان",5493523366.0,2024-03-25 21:23:34+00:00,,0.016000350937247276,0.5921262502670288,0.3918733298778534,0.018504401668906212,0.5208159685134888,0.4606796205043793,0.0022555349860340357,0.9713405966758728,0.026403892785310745,0.0022555349860340357,0.9713405966758728,0.026403892785310745
**الي عنده ضغط عادي ياخذ بخاخ الربو ؟**,الي عنده ضغط عادي ياخذ بخاخ الرثو,الي عنده ضغط عادي ياخذ ثخاخ الرثو,الي عنده ضغط عادي ىاخذ ثخاخ الرثو,"الربو,بخاخ,ياخذ","الرثو,ثخاخ,ىاخذ",1128442722.0,2024-03-25 17:51:17+00:00,,0.012135124765336514,0.9462217688560486,0.04164314642548561,0.005032524932175875,0.9805867671966553,0.014380711130797863,0.002783211413770914,0.9912034273147583,0.0060134571976959705,0.0018049008212983608,0.9949408769607544,0.0032542140688747168
الي ضغطه عالي عادي ياخذ فيفادول مسكن ولا ؟,الي ضغطه عالي غادي عادي فيفادول مسكن,الي ضعطه عالي غادي عادي فيفادول مسكن,الي ضعطه عالي غادي عادي فيفادول مسكث,"عادي,ضغطه,مسكن","غادي,ضعطه,مسكث",1128442722.0,2024-03-25 02:37:57+00:00,,0.10786408931016922,0.22285674512386322,0.669279158115387,0.05251029133796692,0.6344539523124695,0.313035786151886,0.010268504731357098,0.9577243328094482,0.032007087022066116,0.02169094793498516,0.8509167432785034,0.12739229202270508
شنو الاعراض الثانية الي عندك ؟,شنو الاعراض الثانية الي عتدك,شنو الاعزاض الثانية الي عتدك,شنو الاعزاض الثانية الى عتدك,"عندك,الاعراض,الي","عتدك,الاعزاض,الى",1259251178.0,2024-03-24 23:19:20+00:00,,0.004781445488333702,0.052777498960494995,0.9424409866333008,0.006459768395870924,0.14105652272701263,0.8524837493896484,0.0015397168463096023,0.98209148645401,0.016368737444281578,0.0016847667284309864,0.978444516658783,0.0198706965893507
ايش أسباب ضهور كدمات في الجسم  بعد النوم وخاصة عند النساء؟,ايش أسباب ضهور كدمان كدمات النوم وخاصة النساء,ايش أسباب ضهوز كدمان كدمات النوم وخاصة النساء,ايش أسباث ضهوز كدمان كدمات النوم وخاصة النساء,"كدمات,ضهور,أسباب","كدمان,ضهوز,أسباث",1304087354.0,2024-03-24 22:29:04+00:00,,0.010266097262501717,0.6324582099914551,0.3572757840156555,0.006922594737261534,0.827631413936615,0.16544604301452637,0.008261688984930515,0.7475016117095947,0.2442367821931839,0.0016180522507056594,0.9925042390823364,0.00587766757234931
